master_version	rule_id	brand_id	category_id	db_ready	scoring_formula_version	メルカリ検索URL1	メルカリ検索URL2	メルカリ検索URL3	カテゴリ	性別	ブランド	ブランド日本語	服種類	商品名・狙い目	季節	季節ピーク	想定販売期間	素材加点	素材タグ	サイズ加点	サイズタグ	仕入れ上限	仕入れ上限_min	仕入れ上限_max	想定販売価格	想定販売価格_min	想定販売価格_max	粗利目安	粗利_min	粗利_max	想定送料_min	想定送料_max	配送サイズ	送料注意度	優先度	ブランドスコア	ジャンルスコア	素材スコア	サイズスコア	回転見込み	回転スコア	利益見込み	偽物リスク	真贋リスクスコア	劣化リスク	状態リスクスコア	相場信頼度	総合スコア_初期	推奨判定_初期	データ信頼度	強い条件	強みタグ	需要タグ	避ける条件	状態NGタグ	リスクタグ	検索キーワード	最低確認相場数	写真必須箇所	現場アクション	AI判定メモ	アプリ入力必須項目	即見送り条件	例外条件	AI追加質問	メルカリ検索式1	メルカリ検索式2	メルカリ検索式3	撮影指示詳細	購入制御ルール
v5_expanded_additions	RULE_EXP_028	BRD_MOTHER	CAT_LADIES	TRUE	v4.1	https://jp.mercari.com/search?keyword=MOTHER%20%E3%83%87%E3%83%8B%E3%83%A0	https://jp.mercari.com/search?keyword=MOTHER%20THE%20INSIDER	https://jp.mercari.com/search?keyword=%E3%83%9E%E3%82%B6%E3%83%BC%20%E3%83%87%E3%83%8B%E3%83%A0	レディース服	ユニセックス	MOTHER	マザー	デニムパンツ／スカート	デニムパンツ／デニムスカート	通年	通年	2〜8週間	デニム/ストレッチ	デニム,ストレッチ	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	2000〜8000	2000	8000	8000〜25000	8000	25000	約-1550〜20270	-1550	20270	230	750	ゆうパケットポスト〜宅急便60	中	A	78	70	70	75	普通	70	中	中	25	中	25	75	58	慎重	中	人気モデル/サイズ25〜28/美脚デニム/美品	人気モデル,サイズ25〜28,美脚デニム,美品	ブランド指名買い,通年需要,高単価	股スレ/膝伸び/裾ダメージ/色落ち強すぎ	股スレ,膝伸び,裾ダメージ,色落ち強すぎ	真贋注意,状態注意,相場確認必須	MOTHER デニム,MOTHER THE INSIDER,マザー デニム	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	MOTHERはデニムパンツ／デニムスカートを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	MOTHER デニム	MOTHER THE INSIDER	マザー デニム	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_029	BRD_UPPER_HIGHTS	CAT_LADIES	TRUE	v4.1	https://jp.mercari.com/search?keyword=upper%20hights%20THE%20STELLA	https://jp.mercari.com/search?keyword=upper%20hights%20%E3%83%87%E3%83%8B%E3%83%A0	https://jp.mercari.com/search?keyword=%E3%82%A2%E3%83%83%E3%83%91%E3%83%BC%E3%83%8F%E3%82%A4%E3%83%84%20THE%20HIS	レディース服	ユニセックス	upper hights	アッパーハイツ	デニムパンツ／デニムジャケット	THE STELLA／THE HIS／デニムパンツ／ジャケット	通年	通年	2〜8週間	デニム/人気モデル	デニム,人気モデル	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	1500〜6000	1500	6000	6000〜18000	6000	18000	約-1800〜13950	-1800	13950	750	1200	宅急便60〜100	高	A	78	70	70	75	普通	70	中	中	25	中	25	75	58	慎重	中	モデル名あり/サイズ22〜25/美品/近年モデル	モデル名あり,サイズ22〜25,美品,近年モデル	ブランド指名買い,通年需要,高単価	股スレ/膝伸び/強い色落ち/裾カット	股スレ,膝伸び,強い色落ち,裾カット	真贋注意,状態注意,相場確認必須	upper hights THE STELLA,upper hights デニム,アッパーハイツ THE HIS	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	upper hightsはTHE STELLA／THE HIS／デニムパンツ／ジャケットを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	upper hights THE STELLA	upper hights デニム	アッパーハイツ THE HIS	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_030	BRD_RED_CARD_TOKYO	CAT_LADIES	TRUE	v4.1	https://jp.mercari.com/search?keyword=RED%20CARD%20TOKYO%20%E3%83%87%E3%83%8B%E3%83%A0	https://jp.mercari.com/search?keyword=RED%20CARD%20Anniversary	https://jp.mercari.com/search?keyword=%E3%83%AC%E3%83%83%E3%83%89%E3%82%AB%E3%83%BC%E3%83%89%20%E3%83%87%E3%83%8B%E3%83%A0	レディース服	ユニセックス	RED CARD TOKYO	レッドカード トーキョー	デニムパンツ／デニムスカート	Anniversary／Marmalade／デニムパンツ	通年	通年	2〜8週間	デニム/人気モデル	デニム,人気モデル	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	1000〜5000	1000	5000	5000〜15000	5000	15000	約-1250〜12270	-1250	12270	230	750	ゆうパケットポスト〜宅急便60	中	A	78	70	70	75	普通	70	中	中	25	中	25	75	58	慎重	中	モデル名あり/サイズ22〜26/美品	モデル名あり,サイズ22〜26,美品	ブランド指名買い,通年需要,高単価	股スレ/膝伸び/裾カット/汚れ	股スレ,膝伸び,裾カット,汚れ	真贋注意,状態注意,相場確認必須	RED CARD TOKYO デニム,RED CARD Anniversary,レッドカード デニム	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	RED CARD TOKYOはAnniversary／Marmalade／デニムパンツを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	RED CARD TOKYO デニム	RED CARD Anniversary	レッドカード デニム	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_031	BRD_FENDI	CAT_BAG	TRUE	v4.1	https://jp.mercari.com/search?keyword=FENDI%20%E3%82%BA%E3%83%83%E3%82%AB%20%E3%83%90%E3%83%83%E3%82%B0	https://jp.mercari.com/search?keyword=FENDI%20%E3%83%9E%E3%83%B3%E3%83%9E%E3%83%90%E3%82%B1%E3%83%83%E3%83%88	https://jp.mercari.com/search?keyword=%E3%83%95%E3%82%A7%E3%83%B3%E3%83%87%E3%82%A3%20%E3%83%9D%E3%83%BC%E3%83%81	バッグ・小物	ユニセックス	FENDI	フェンディ	バッグ／ポーチ／財布	ズッカ柄バッグ／マンマバケット／ポーチ／財布	通年	通年	2〜8週間	レザー/キャンバス/ズッカ柄	レザー,キャンバス,ズッカ柄	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	8000〜30000	8000	30000	25000〜100000	25000	100000	約-8700〜81250	-8700	81250	750	1200	宅急便60〜100	高	A	78	70	85	75	普通	70	高	高	45	高	45	75	55	慎重	中	ズッカ柄/マンマバケット/保存袋付き/美品	ズッカ柄,マンマバケット,保存袋付き,美品	ブランド指名買い,通年需要,高単価	真贋不明/内側ベタつき/角破れ/金具破損	真贋不明,内側ベタつき,角破れ,金具破損	真贋注意,状態注意,相場確認必須	FENDI ズッカ バッグ,FENDI マンマバケット,フェンディ ポーチ	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	FENDIはズッカ柄バッグ／マンマバケット／ポーチ／財布を優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	FENDI ズッカ バッグ	FENDI マンマバケット	フェンディ ポーチ	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_032	BRD_BOTTEGA_VENETA	CAT_BAG	TRUE	v4.1	https://jp.mercari.com/search?keyword=Bottega%20Veneta%20%E3%82%A4%E3%83%B3%E3%83%88%E3%83%AC%E3%83%81%E3%83%A3%E3%83%BC%E3%83%88	https://jp.mercari.com/search?keyword=%E3%83%9C%E3%83%83%E3%83%86%E3%82%AC%E3%83%B4%E3%82%A7%E3%83%8D%E3%82%BF%20%E3%83%90%E3%83%83%E3%82%B0	https://jp.mercari.com/search?keyword=Bottega%20Veneta%20%E8%B2%A1%E5%B8%83	バッグ・小物	ユニセックス	Bottega Veneta	ボッテガヴェネタ	バッグ／財布／ポーチ	イントレチャートバッグ／財布／ポーチ	通年	通年	2〜8週間	レザー/イントレチャート	レザー,イントレチャート	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	8000〜30000	8000	30000	25000〜100000	25000	100000	約-8700〜81250	-8700	81250	750	1200	宅急便60〜100	高	A	78	70	85	75	普通	70	高	高	45	高	45	75	55	慎重	中	イントレチャート/現行感/美品/保存袋付き	イントレチャート,現行感,美品,保存袋付き	ブランド指名買い,通年需要,高単価	編み込み破れ/角スレ大/真贋不明/ベタつき	編み込み破れ,角スレ大,真贋不明,ベタつき	真贋注意,状態注意,相場確認必須	Bottega Veneta イントレチャート,ボッテガヴェネタ バッグ,Bottega Veneta 財布	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	Bottega Venetaはイントレチャートバッグ／財布／ポーチを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	Bottega Veneta イントレチャート	ボッテガヴェネタ バッグ	Bottega Veneta 財布	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_033	BRD_GANNI	CAT_BAG	TRUE	v4.1	https://jp.mercari.com/search?keyword=GANNI%20%E3%83%90%E3%83%83%E3%82%B0	https://jp.mercari.com/search?keyword=GANNI%20%E3%83%AF%E3%83%B3%E3%83%94%E3%83%BC%E3%82%B9	https://jp.mercari.com/search?keyword=%E3%82%AC%E3%83%8B%E3%83%BC%20%E3%83%96%E3%83%A9%E3%82%A6%E3%82%B9	バッグ・小物	ユニセックス	GANNI	ガニー	バッグ／ワンピース／ブラウス	バッグ／ロゴアイテム／ワンピース／ブラウス	通年	通年	2〜8週間	デザイン/ロゴ/ナイロン/コットン	デザイン,ロゴ,ナイロン,コットン	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	2000〜8000	2000	8000	8000〜25000	8000	25000	約-2000〜19750	-2000	19750	750	1200	宅急便60〜100	高	A	78	70	70	75	普通	70	中	中	25	中	25	75	58	慎重	中	近年人気/ロゴ/柄物/美品	近年人気,ロゴ,柄物,美品	ブランド指名買い,通年需要,高単価	シミ/黄ばみ/脇汗/強い臭い/破れ/真贋不明	シミ,黄ばみ,脇汗,強い臭い,破れ,真贋不明	真贋注意,状態注意,相場確認必須	GANNI バッグ,GANNI ワンピース,ガニー ブラウス	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	GANNIはバッグ／ロゴアイテム／ワンピース／ブラウスを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	GANNI バッグ	GANNI ワンピース	ガニー ブラウス	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_034	BRD_JACQUEMUS	CAT_BAG	TRUE	v4.1	https://jp.mercari.com/search?keyword=Jacquemus%20Le%20Chiquito	https://jp.mercari.com/search?keyword=Jacquemus%20%E3%83%90%E3%83%83%E3%82%B0	https://jp.mercari.com/search?keyword=%E3%82%B8%E3%83%A3%E3%83%83%E3%82%AF%E3%83%A0%E3%82%B9%20%E3%83%9F%E3%83%8B%E3%83%90%E3%83%83%E3%82%B0	バッグ・小物	ユニセックス	Jacquemus	ジャックムス	ミニバッグ／ワンピース	Le Chiquito系ミニバッグ／ワンピース	通年	通年	2〜8週間	レザー/ミニバッグ/デザイン性	レザー,ミニバッグ,デザイン性	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	5000〜20000	5000	20000	18000〜60000	18000	60000	約-5000〜48250	-5000	48250	750	1200	宅急便60〜100	高	A	78	70	85	75	普通	70	高	高	45	中	25	75	57	慎重	中	人気型/保存袋付き/美品/現行感	人気型,保存袋付き,美品,現行感	ブランド指名買い,通年需要,高単価	真贋不明/型崩れ/角スレ/ショルダー欠品	真贋不明,型崩れ,角スレ,ショルダー欠品	真贋注意,状態注意,相場確認必須	Jacquemus Le Chiquito,Jacquemus バッグ,ジャックムス ミニバッグ	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	JacquemusはLe Chiquito系ミニバッグ／ワンピースを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	Jacquemus Le Chiquito	Jacquemus バッグ	ジャックムス ミニバッグ	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_035	BRD_TELFAR	CAT_BAG	TRUE	v4.1	https://jp.mercari.com/search?keyword=TELFAR%20shopping%20bag	https://jp.mercari.com/search?keyword=TELFAR%20%E3%83%90%E3%83%83%E3%82%B0	https://jp.mercari.com/search?keyword=%E3%83%86%E3%83%AB%E3%83%95%E3%82%A1%E3%83%BC%20%E3%83%90%E3%83%83%E3%82%B0	バッグ・小物	ユニセックス	TELFAR	テルファー	ショッピングバッグ	ショッピングバッグ／ミニバッグ／ミディアムバッグ	通年	通年	2〜8週間	ブランド人気/サイズ展開	ブランド人気,サイズ展開	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	3000〜12000	3000	12000	10000〜35000	10000	35000	約-4200〜27750	-4200	27750	750	1200	宅急便60〜100	高	A	78	70	70	75	普通	70	高	高	45	中	25	75	55	慎重	中	人気色/保存袋付き/状態良好/サイズ明記	人気色,保存袋付き,状態良好,サイズ明記	ブランド指名買い,通年需要,高単価	真贋不明/合皮剥がれ/型崩れ/持ち手劣化	真贋不明,合皮剥がれ,型崩れ,持ち手劣化	真贋注意,状態注意,相場確認必須	TELFAR shopping bag,TELFAR バッグ,テルファー バッグ	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	TELFARはショッピングバッグ／ミニバッグ／ミディアムバッグを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	TELFAR shopping bag	TELFAR バッグ	テルファー バッグ	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_036	BRD_KHAITE	CAT_BAG	TRUE	v4.1	https://jp.mercari.com/search?keyword=Khaite%20%E3%83%90%E3%83%83%E3%82%B0	https://jp.mercari.com/search?keyword=Khaite%20%E3%83%8B%E3%83%83%E3%83%88	https://jp.mercari.com/search?keyword=%E3%82%B1%E3%82%A4%E3%83%88%20%E3%83%87%E3%83%8B%E3%83%A0	バッグ・小物	ユニセックス	Khaite	ケイト	バッグ／ニット／デニム	バッグ／ニット／デニム／上質服	通年	通年	2〜8週間	レザー/カシミヤ/ウール/デニム	レザー,カシミヤ,ウール,デニム	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	5000〜20000	5000	20000	18000〜70000	18000	70000	約-5000〜57250	-5000	57250	750	1200	宅急便60〜100	高	A	78	70	85	75	普通	70	高	中	25	中	25	75	61	条件付き買い	中	高単価/美品/現行感/上質素材	高単価,美品,現行感,上質素材	ブランド指名買い,通年需要,高単価	真贋不明/毛玉/レザー傷/サイズ不明	真贋不明,毛玉,レザー傷,サイズ不明	真贋注意,状態注意,相場確認必須	Khaite バッグ,Khaite ニット,ケイト デニム	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	Khaiteはバッグ／ニット／デニム／上質服を優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	Khaite バッグ	Khaite ニット	ケイト デニム	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_037	BRD_THE_ROW	CAT_BAG	TRUE	v4.1	https://jp.mercari.com/search?keyword=The%20Row%20%E3%83%90%E3%83%83%E3%82%B0	https://jp.mercari.com/search?keyword=The%20Row%20%E3%83%8B%E3%83%83%E3%83%88	https://jp.mercari.com/search?keyword=%E3%82%B6%E3%83%AD%E3%82%A6%20%E3%83%90%E3%83%83%E3%82%B0	バッグ・小物	ユニセックス	The Row	ザ・ロウ	バッグ／ニット／シャツ／パンツ	レザーバッグ／上質ニット／シャツ／パンツ	通年	通年	2〜8週間	レザー/カシミヤ/ウール/シルク	レザー,カシミヤ,ウール,シルク	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	10000〜50000	10000	50000	40000〜200000	40000	200000	約-15200〜169250	-15200	169250	750	1200	宅急便60〜100	高	S	92	80	85	75	普通	70	高	高	45	中	25	75	63	条件付き買い	中	高単価/現行感/保存袋付き/美品	高単価,現行感,保存袋付き,美品	ブランド指名買い,通年需要,高単価	真贋不明/角スレ大/汚れ/型崩れ	真贋不明,角スレ大,汚れ,型崩れ	真贋注意,状態注意,相場確認必須	The Row バッグ,The Row ニット,ザロウ バッグ	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	The Rowはレザーバッグ／上質ニット／シャツ／パンツを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	The Row バッグ	The Row ニット	ザロウ バッグ	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_038	BRD_POL_NE	CAT_BAG	TRUE	v4.1	https://jp.mercari.com/search?keyword=Pol%C3%A8ne%20Num%C3%A9ro	https://jp.mercari.com/search?keyword=Pol%C3%A8ne%20%E3%83%90%E3%83%83%E3%82%B0	https://jp.mercari.com/search?keyword=%E3%83%9D%E3%83%AC%E3%83%BC%E3%83%8C%20%E3%83%90%E3%83%83%E3%82%B0	バッグ・小物	ユニセックス	Polène	ポレーヌ	ショルダーバッグ／ハンドバッグ	Numéro系バッグ／ショルダーバッグ	通年	通年	2〜8週間	レザー/人気型	レザー,人気型	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	4000〜15000	4000	15000	12000〜40000	12000	40000	約-5400〜31250	-5400	31250	750	1200	宅急便60〜100	高	A	78	70	85	75	普通	70	高	中	25	中	25	75	61	条件付き買い	中	人気型/保存袋付き/美品/現行色	人気型,保存袋付き,美品,現行色	ブランド指名買い,通年需要,高単価	真贋不明/角スレ/型崩れ/ショルダー欠品	真贋不明,角スレ,型崩れ,ショルダー欠品	真贋注意,状態注意,相場確認必須	Polène Numéro,Polène バッグ,ポレーヌ バッグ	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	PolèneはNuméro系バッグ／ショルダーバッグを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	Polène Numéro	Polène バッグ	ポレーヌ バッグ	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
v5_expanded_additions	RULE_EXP_039	BRD_MARGE_SHERWOOD	CAT_BAG	TRUE	v4.1	https://jp.mercari.com/search?keyword=MARGE%20SHERWOOD%20%E3%83%90%E3%83%83%E3%82%B0	https://jp.mercari.com/search?keyword=%E3%83%9E%E3%83%BC%E3%82%B8%E3%82%B7%E3%83%A3%E3%83%BC%E3%82%A6%E3%83%83%E3%83%89%20%E3%82%B7%E3%83%A7%E3%83%AB%E3%83%80%E3%83%BC	https://jp.mercari.com/search?keyword=MARGE%20SHERWOOD%20%E3%83%9F%E3%83%8B%E3%83%90%E3%83%83%E3%82%B0	バッグ・小物	ユニセックス	MARGE SHERWOOD	マージシャーウッド	ショルダーバッグ／ハンドバッグ	韓国系人気バッグ／ショルダー／ミニバッグ	通年	通年	2〜8週間	レザー/ミニバッグ/韓国系	レザー,ミニバッグ,韓国系	M/L/人気サイズ/大きいサイズ	M,L,人気サイズ,大きいサイズ	3000〜10000	3000	10000	10000〜30000	10000	30000	約-2200〜23250	-2200	23250	750	1200	宅急便60〜100	高	A	78	70	85	75	普通	70	高	中	25	中	25	75	61	条件付き買い	中	人気色/ミニバッグ/美品/現行感	人気色,ミニバッグ,美品,現行感	ブランド指名買い,通年需要,高単価	型崩れ/角スレ/金具傷/ショルダー欠品	型崩れ,角スレ,金具傷,ショルダー欠品	真贋注意,状態注意,相場確認必須	MARGE SHERWOOD バッグ,マージシャーウッド ショルダー,MARGE SHERWOOD ミニバッグ	3	正面/背面/ブランドタグ/素材タグ/サイズ表記/ダメージ箇所	ブランドタグ・素材タグ・状態を確認し、売り切れ相場3件以上を検索	MARGE SHERWOODは韓国系人気バッグ／ショルダー／ミニバッグを優先確認。仕入れ上限を超える場合は相場確認必須。	ブランド,服種類,サイズ,素材,状態,仕入れ値,ブランドタグ写真,素材タグ写真,全体写真	真贋不明で高仕入れ/強い臭い/大きなシミ/破れ/ベタつき	売り切れ相場3件以上かつリペア可能で仕入れが十分安い場合のみ検討	ブランドタグ・素材タグ・ダメージ・サイズ・付属品の有無を確認しましたか？	MARGE SHERWOOD バッグ	マージシャーウッド ショルダー	MARGE SHERWOOD ミニバッグ	全体正面・背面、ブランドタグ、素材タグ、サイズ表記、脇、襟袖、裾、裏地、ダメージ箇所を撮影	高仕入れ時は売り切れ相場3件以上確認。状態NGがある場合は原則見送り。
